CleanedArticle_Type,CombinedArticle
0,point resources contract chc norway 92chc provide dedicated sole use sikorsky 92 aircraft operation based sola flying around ten flights per week chc proud history offering safe reliable transportation variety customers emea said karl fessenden president ceo chc helicopterchc provide dedicated sole use sikorsky 92 aircraft operation based sola flying around ten flights per week chc proud history offering safe reliable transportation variety customers emea said karl fessenden president ceo chc helicopter
0,ntsb combs helicopter wreckage newlyweds pilot killed near uvalde texasnational transportation safety board investigating accident involving bell 206b helicopter accident happened 15 miles northwest uvalde according ntsb informationnational transportation safety board investigating accident involving bell 206b helicopter accident happened 15 miles northwest uvalde according ntsb information
1,black hawk get darpa autonomous treatment aliasdefense advanced research projects agency darpa developed drop kit enable automation remote control fixed wing rotary aircraft called aircrew labor cockpit automation system alias u army used fly sikorsky 76b helicopter demonstration earlier monthdefense advanced research projects agency darpa developed drop kit enable automation remote control fixed wing rotary aircraft called aircrew labor cockpit automation system alias u army used fly sikorsky 76b helicopter demonstration earlier month
0,p1ar provide hoist training uscgpriority 1 air rescue received contract us coast guard provide hoist operator training flight mechanic aircrew operating mh 65 e mh 60t helicopterspriority 1 air rescue received contract us coast guard provide hoist operator training flight mechanic aircrew operating mh 65 e mh 60t helicopters
0,pmb changed narrative insecurity north eastalso transferred nigerian air force three airbus helicopters h135 three as365 dauphin helicopters nigerian national petroleum corporation well establishment naval outpost lake chad basin another establishment 8 task force division monguno strengthen military presence north eastalso transferred nigerian air force three airbus helicopters h135 three as365 dauphin helicopters nigerian national petroleum corporation well establishment naval outpost lake chad basin another establishment 8 task force division monguno strengthen military presence north east
1,flightsafety build ah iz uh 1y training devices us navyflightsafety international selected naval air warfare center training systems division design manufacture flight training devices ah z uh 1y devices installed marine air corps station futenma okinawa japanflightsafety international selected naval air warfare center training systems division design manufacture flight training devices ah z uh 1y devices installed marine air corps station futenma okinawa japan
0,medical air rescue company signs airbus h130keeping commitment provide exceptional patient care medical air rescue company soon operate first airbus helicopter versatile single engine h130 following signature ceremony 2018 air medical transport conference phoenix azkeeping commitment provide exceptional patient care medical air rescue company soon operate first airbus helicopter versatile single engine h130 following signature ceremony 2018 air medical transport conference phoenix az
0,newlyweds killed helicopter crash leaving wedding receptionsan antonio fire department deployed 10 members technical rescue team assist federal aviation administration investigation returned san antonio sunday night according ksat news national transportation safety board said tweet sunday morning helicopter involved bell 206bsan antonio fire department deployed 10 members technical rescue team assist federal aviation administration investigation returned san antonio sunday night according ksat news national transportation safety board said tweet sunday morning helicopter involved bell 206b
1,amc commander commends readiness focus aviation missile commandmarsha bailey sustainment director utility helicopters project office worked industry depots sources supply reduce backorders ontehuh 60 black hawk 12 percent past nine monthsmarsha bailey sustainment director utility helicopters project office worked industry depots sources supply reduce backorders ontehuh 60 black hawk 12 percent past nine months
1,black hawk trial darpa sikorsky robotic co pilotdarpa hopes alias drop nature flexibility allows adjustments third party applications ease move automation across military taking care black hawk army biggest fleet would go long way directiondarpa hopes alias drop nature flexibility allows adjustments third party applications ease move automation across military taking care black hawk army biggest fleet would go long way direction
1,kay granger builds early lead election bid congressearlier year granger helped secure 654 million defense spending omnibus funding bill items funded included 90 f 35 joint strike fighters 14 v 22 ospreys two c 40 aircraft marine corps 29 bell ah 1z viper helicopters six c 130s national guard also included 1 3 billion national guard reserve equipmentearlier year granger helped secure 654 million defense spending omnibus funding bill items funded included 90 f 35 joint strike fighters 14 v 22 ospreys two c 40 aircraft marine corps 29 bell ah 1z viper helicopters six c 130s national guard also included 1 3 billion national guard reserve equipment
1,landscape urban development best project peoria veterans memorial rio vista parkmemorial entry features water sound system wiring flag wall restored bell uh 1 helicopter displayed 18 ft plazamemorial entry features water sound system wiring flag wall restored bell uh 1 helicopter displayed 18 ft plaza
0,newlyweds killed helicopter crash hours weddingtwo married hour helicopter crashed byler family ranch southern texas national transportation safety board monday said accident involved bell 206b helicoptertwo married hour helicopter crashed byler family ranch southern texas national transportation safety board monday said accident involved bell 206b helicopter
1,sikorsky gets 717m contract super stallion sea dragon upkeepus navy awarded sikorsky 717 million performance based contract supply logistics support entire fleet us navy mh 53e sea dragon marine corps ch 53e super stallion helicoptersus navy awarded sikorsky 717 million performance based contract supply logistics support entire fleet us navy mh 53e sea dragon marine corps ch 53e super stallion helicopters
0,couple killed helicopter crash hours weddingchopper carrying newlyweds byler bailee ackerman went early sunday uvalde texas 25 kilometres byler family ranch mysanantonio com reported gerald green lawrence pilot bell 206b helicopter also died crash reports new york postchopper carrying newlyweds byler bailee ackerman went early sunday uvalde texas 25 kilometres byler family ranch mysanantonio com reported gerald green lawrence pilot bell 206b helicopter also died crash reports new york post
1,killed lt van dorn offers answer navy marine corps want hearpaladino countered many h 53e crashes related deaths would preventable adequate maintenance training military prioritized spending money expensive new aircraft f 35 stealth fighters v 22 tiltrotorspaladino countered many h 53e crashes related deaths would preventable adequate maintenance training military prioritized spending money expensive new aircraft f 35 stealth fighters v 22 tiltrotors
0,texas newlyweds die helicopter crash leaving weddingyoung couple texas killed helicopter carrying away wedding crashed late saturday night according officials according national transportation safety board accident involved bell 206b helicopteryoung couple texas killed helicopter carrying away wedding crashed late saturday night according officials according national transportation safety board accident involved bell 206b helicopter
0,stars air med crew features kendric projects vests wins int lstars alongside avio dg engineering development first stc certified soft storage restraint case designed fleet new h145 helicopters plan operation spring 2019 stars first canada new airbus h145 helicopters kendric fully invested bringing new product marketstars alongside avio dg engineering development first stc certified soft storage restraint case designed fleet new h145 helicopters plan operation spring 2019 stars first canada new airbus h145 helicopters kendric fully invested bringing new product market
1,sikorsky wins 717 million usd contract sustain u military helicoptersu leading helicopter manufacturer sikorsky secured contract worth 717 million u dollars sikorsky parent company lockheed martin said mondayu leading helicopter manufacturer sikorsky secured contract worth 717 million u dollars sikorsky parent company lockheed martin said monday
1,phl first anti submarine warfare helicopter conducts test flightaccording information received maxdefense philippines philippine navy first two ordered aw159 wildcat anti submarine warfare helicopters conducted first test flight november agustawestland facility yeovil ukaccording information received maxdefense philippines philippine navy first two ordered aw159 wildcat anti submarine warfare helicopters conducted first test flight november agustawestland facility yeovil uk
1,sikorsky nabs 717m award navy helicopter supportu navy awarded sikorsky aircraft corp unit lockheed martin corp 717 million contract provide supply logistics support entire fleet service ch 53e superu navy awarded sikorsky aircraft corp unit lockheed martin corp 717 million contract provide supply logistics support entire fleet service ch 53e super
1,sikorsky wins 717 million award sustain super stallion sea dragon aircraft u marine corps u navysikorsky lockheed martin company awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopters h 53e battle proven heavy lift helicopter continuing support u marine corps navy missions home around worldsikorsky lockheed martin company awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopters h 53e battle proven heavy lift helicopter continuing support u marine corps navy missions home around world
0,atsb warns nvg limitationshelicopter operators must understand limitations risks using night vision goggles nvgs especially situations involving reflections external light sources australian transport safety bureau atsb said new report 2016 event involving emergency medical services ems crew eurocopter bk117 c 2helicopter operators must understand limitations risks using night vision goggles nvgs especially situations involving reflections external light sources australian transport safety bureau atsb said new report 2016 event involving emergency medical services ems crew eurocopter bk117 c 2
1,darpa wants start testing autonomous flight black hawk helicoptersgovernment defense advanced research projects agency darpa begin testing latest autonomous flight system black hawk helicopters next year aircrew labor cockpit automation system alias successfully tested 76b commercial helicopter virginia last month result engineers starting integrate system one army recognized aircraftsgovernment defense advanced research projects agency darpa begin testing latest autonomous flight system black hawk helicopters next year aircrew labor cockpit automation system alias successfully tested 76b commercial helicopter virginia last month result engineers starting integrate system one army recognized aircrafts
1,sikorsky gets 717m super stallion sea dragon worksikorsky lockheed martin company recently awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopterssikorsky lockheed martin company recently awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopters
1,sea king helicopter fond farewellroyal canadian air force remaining sea king helicopters phased retired air force pilot major paul reilly admits akin losing close friend spent much 34 year career canadian armed forces flying cold war era sikorsky built twin engine amphibious helicopter decks canadian warshipsroyal canadian air force remaining sea king helicopters phased retired air force pilot major paul reilly admits akin losing close friend spent much 34 year career canadian armed forces flying cold war era sikorsky built twin engine amphibious helicopter decks canadian warships
0,leicester city helicopter crash safety checks orderedagustawestland aw169 manufactured italian aerospace company leonardo involved recorded accidents easa directive emphasises cause crash indentifiedagustawestland aw169 manufactured italian aerospace company leonardo involved recorded accidents easa directive emphasises cause crash indentified
1,darpa desires begin testing autonomous flight black hawk helicoptersfederal government protection superior analysis initiatives company darpa start testing newest autonomous flight system black hawk helicopters subsequent 12 months aircrew labor cockpit automation system alias efficiently examined 76b business helicopter virginia final month engineers moment beginning combine system one many military acknowledged aircraftsfederal government protection superior analysis initiatives company darpa start testing newest autonomous flight system black hawk helicopters subsequent 12 months aircrew labor cockpit automation system alias efficiently examined 76b business helicopter virginia final month engineers moment beginning combine system one many military acknowledged aircrafts
0,petrovietnam technical services awarded 176m equipment contract sao vàng nguy gas projectfso designed housing 55 technical operational personnel helicopter landing gear latest uk cap 437 standard capable receiving airbus h 225 equivalentfso designed housing 55 technical operational personnel helicopter landing gear latest uk cap 437 standard capable receiving airbus h 225 equivalent
1,soldiers get boost revised german spending plandocument called 5 6 billion euros spend new heavy lifting helicopter whose financing called question sign next year probably formal competition boeing lockheed martindocument called 5 6 billion euros spend new heavy lifting helicopter whose financing called question sign next year probably formal competition boeing lockheed martin
0,aerotex launches stc certified tested wall blanket kitaerotex interior wall blanket kit strategically developed replace standard bell 407 206l 206l 1 206l 3 206l 4 cabin interior trim plastics lightweight blankets set provides thermal insulation sound reduction weighs 7 lbs costs less standard aircraft plastic interioraerotex interior wall blanket kit strategically developed replace standard bell 407 206l 206l 1 206l 3 206l 4 cabin interior trim plastics lightweight blankets set provides thermal insulation sound reduction weighs 7 lbs costs less standard aircraft plastic interior
3,bahrain air show doubles sizegives us great pleasure witness significant growth number participants year cementing position bahrain international air show fastest growing middle east 11 15 largest companies aviation industry taking part hosting airbus bell boeing bombardier embraer gulfstream leonardo rolls royce roscomos turkish aerospace industries thales many companiesgives us great pleasure witness significant growth number participants year cementing position bahrain international air show fastest growing middle east 11 15 largest companies aviation industry taking part hosting airbus bell boeing bombardier embraer gulfstream leonardo rolls royce roscomos turkish aerospace industries thales many companies
0,crash confirmed national transportation safety board tweeted sunday morning investigators looking crash bell 206b helicopter uvalde city roughly 80 miles west san antoniocrash confirmed national transportation safety board tweeted sunday morning investigators looking crash bell 206b helicopter uvalde city roughly 80 miles west san antoniocrash confirmed national transportation safety board tweeted sunday morning investigators looking crash bell 206b helicopter uvalde city roughly 80 miles west san antonio
1,military gets boost revised german spending plandocument called 5 6 billion euros spent new heavy lift helicopter whose funding called question sign formal competition likely proceed next year boeing lockheed martindocument called 5 6 billion euros spent new heavy lift helicopter whose funding called question sign formal competition likely proceed next year boeing lockheed martin
0,texas newlywed couple killed helicopter crash less 2 hours getting marriedcrash also confirmed national transportation safety board tweeted sunday morning investigators looking crash bell 206b helicopter uvalde city roughly 80 miles west san antoniocrash also confirmed national transportation safety board tweeted sunday morning investigators looking crash bell 206b helicopter uvalde city roughly 80 miles west san antonio
0,bell electric power systems partner hybrid electric aircraft enginesbell helicopter monday announced agreement electric power systems develop energy storage systems bell vertical takeoff landing aircraft relationship aligns vision well bell vision advance electric aircraft commercial military aviation applications nathan millecam ceo eps said press releasebell helicopter monday announced agreement electric power systems develop energy storage systems bell vertical takeoff landing aircraft relationship aligns vision well bell vision advance electric aircraft commercial military aviation applications nathan millecam ceo eps said press release
0,bell electric power systems sign teaming agreement demand mobility energy storage systemsbell helicopter textron inc company announced today signed teaming agreement electric power systems development energy storage systems bell vertical take landing aircraft demand mobility solutionsbell helicopter textron inc company announced today signed teaming agreement electric power systems development energy storage systems bell vertical take landing aircraft demand mobility solutions
0,niagara helicopters receives airbus safety awardairbus notes niagara helicopters continuous focus safety throughout 50 years operation including one canada first operators voluntarily implement safety management systemsairbus notes niagara helicopters continuous focus safety throughout 50 years operation including one canada first operators voluntarily implement safety management systems
1,sikorsky wins 717 million award sustain super stallion sea dragon aircraft u marine corps u navysikorsky lockheed martin company nyse lmt awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopters h 53e battle proven heavy lift helicopter continuing support u marine corps navy missions home around worldsikorsky lockheed martin company nyse lmt awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopters h 53e battle proven heavy lift helicopter continuing support u marine corps navy missions home around world
0,charter helicopter operators accuse police illegal operationsadded illegal operations also brought cost hiring bell helicopters 20 per cent value flights could push scheduled operators business checkedadded illegal operations also brought cost hiring bell helicopters 20 per cent value flights could push scheduled operators business checked
0,newlyweds killed helicopter crash leaving wedding ceremonynewlywed couple killed helicopter crash texas sunday morning leaving wedding ceremony according reports couple byler bailee ackerman byler pilot died crash today craig melvin reportsnewlywed couple killed helicopter crash texas sunday morning leaving wedding ceremony according reports couple byler bailee ackerman byler pilot died crash today craig melvin reports
0,nigeria police denies use helicopter commercial shuttle serviceseducate writer set record straight one police bell helicopter 412 deployed gombe gombe state 29th october 2018 fly deputy inspector general police department training development representing inspector general police ground breaking foundation laying ceremony nigeria army university biu borno stateeducate writer set record straight one police bell helicopter 412 deployed gombe gombe state 29th october 2018 fly deputy inspector general police department training development representing inspector general police ground breaking foundation laying ceremony nigeria army university biu borno state
0,bell furthers multiple evtol effortsbell announced oct 2 signed teaming agreement garmin international inc development integration autonomous vehicle management computer systems support company evtol demand mobility aircraft bell air taxi noted previously safran provide hybrid electric propulsion system bell vtol aircraftbell announced oct 2 signed teaming agreement garmin international inc development integration autonomous vehicle management computer systems support company evtol demand mobility aircraft bell air taxi noted previously safran provide hybrid electric propulsion system bell vtol aircraft
0,helicopters run commercial chartered shuttle services policeeducate writer set record straight one 1 police bell helicopter 412 deployed gombe gombe state 29th october 2018 fly deputy inspector general police department training development representing inspector general police ground breaking foundation laying ceremony nigeria army university biu borno stateeducate writer set record straight one 1 police bell helicopter 412 deployed gombe gombe state 29th october 2018 fly deputy inspector general police department training development representing inspector general police ground breaking foundation laying ceremony nigeria army university biu borno state
0,ncaa police air wing may clash illegal helicopter chartersay involvement police air wing helicopters undercutting market share resulting reduction cost charter particular said illegal operations brought cost hiring bell helicopters ridiculous 20 per cent value flightssay involvement police air wing helicopters undercutting market share resulting reduction cost charter particular said illegal operations brought cost hiring bell helicopters ridiculous 20 per cent value flights
0,police helicopters chartered private civilian customersillegal operations brought cost hiring bell helicopters ridiculous 20 percent value flights commercial operators sort illegal operations could push scheduled operators business checked source addedillegal operations brought cost hiring bell helicopters ridiculous 20 percent value flights commercial operators sort illegal operations could push scheduled operators business checked source added
1,check spooky photos shot us aircraft display vietnam military museum hanoilooks like bell uh 1h iroquois huey helicopterlooks like bell uh 1h iroquois huey helicopter
0,young texas couple dies helicopter crash wedding dayconfirmation comes national transportation safety board tweeted sunday regarding accident involving bell 206b helicopter two bladed single twin engined modelconfirmation comes national transportation safety board tweeted sunday regarding accident involving bell 206b helicopter two bladed single twin engined model
0,niagara helicopters receives airbus helicopters canada 2018 innovation safety awardairbus helicopters canada honoured niagara helicopters recipient 2018 innovation safety awardairbus helicopters canada honoured niagara helicopters recipient 2018 innovation safety award
1,sikorsky wins 717m award sustain ch 53e super stallion mh 53e sea dragon helicopters u navy marine corpssikorsky division lockheed martin awarded performance based logistics contract worth 717 million sustain ch 53e super stallion mh 53e sea dragon helicopter fleet u marine corps navysikorsky division lockheed martin awarded performance based logistics contract worth 717 million sustain ch 53e super stallion mh 53e sea dragon helicopter fleet u marine corps navy
1,flightsafety contracted us navy simulator trainer designflightsafety contracted design manufacture ah 1z uh 1y flight training devices us naval air warfare center training systems division na wctsdflightsafety contracted design manufacture ah 1z uh 1y flight training devices us naval air warfare center training systems division na wctsd
1,sikorsky wins 717 million usd contract sustain u military helicoptersu leading helicopter manufacturer sikorsky secured contract worth 717 million u dollars sikorsky parent company lockheed martin said mondayu leading helicopter manufacturer sikorsky secured contract worth 717 million u dollars sikorsky parent company lockheed martin said monday
0,texas newlyweds killed helicopter crash hours weddingdps federal aviation administration continue investigate scene ntsb says incident involved bell 206b two bladed twin engine chopperdps federal aviation administration continue investigate scene ntsb says incident involved bell 206b two bladed twin engine chopper
0,texas newlyweds pilot killed helicopter crash hour weddingnational transportation safety board investigating accident involving bell 206b helicopter accident happened 15 miles northwest uvalde according ntsb informationnational transportation safety board investigating accident involving bell 206b helicopter accident happened 15 miles northwest uvalde according ntsb information
0,texas newlyweds die helicopter crash leaving weddinguvalde county justice peace steve kennedy said helicopter bell 206b carrying byler ackerman regional airport planned fly honeymoon destination went 80 miles west san antoniouvalde county justice peace steve kennedy said helicopter bell 206b carrying byler ackerman regional airport planned fly honeymoon destination went 80 miles west san antonio
0,fairy tale wedding ends helicopter crash killed newlyweds less 2 hours nuptialstroy byler bailee raye ackerman byler students sam houston state university huntsville married saturday husband wife less two hours bell 206b helicopter crashed early sunday morning 15 miles groom family ranch southwest texastroy byler bailee raye ackerman byler students sam houston state university huntsville married saturday husband wife less two hours bell 206b helicopter crashed early sunday morning 15 miles groom family ranch southwest texas
0,report pilot error caused helicopter crash lantana airporterror student pilot caused helicopter crash july palm beach county park airport lantana according national transportation safety board report robinson r44 helicopter hovering 5 feet ground student pilot gary gray 31 overcorrected cyclic control stick according instructor board moving back hard slightly right report saiderror student pilot caused helicopter crash july palm beach county park airport lantana according national transportation safety board report robinson r44 helicopter hovering 5 feet ground student pilot gary gray 31 overcorrected cyclic control stick according instructor board moving back hard slightly right report said
1,bell announces another partnership demand mobility planbell helicopter continuing move forward plans demand mobility solutions signing agreement electric power systems development energy storage systems bell vertical take landing aircraft demand mobility solutionsbell helicopter continuing move forward plans demand mobility solutions signing agreement electric power systems development energy storage systems bell vertical take landing aircraft demand mobility solutions
0,import expo showcases debut many high end cutting edge itemsexample aw189 medium lift helicopter manufactured leonardo italy valuable single product expo 200 million yuan 29 million company high hopes china debut aw189 high performance 8 6 ton super medium sized twin engine helicopter takes leading role among helicopters type around world various indicatorsexample aw189 medium lift helicopter manufactured leonardo italy valuable single product expo 200 million yuan 29 million company high hopes china debut aw189 high performance 8 6 ton super medium sized twin engine helicopter takes leading role among helicopters type around world various indicators
0,newlyweds killed helicopter crash texas hours weddingnewlywed couple killed late saturday helicopter crash hours exchanging vows uvalde texas 80 miles west san antonio officials saidnewlywed couple killed late saturday helicopter crash hours exchanging vows uvalde texas 80 miles west san antonio officials said
0,texas newlyweds pilot killed helicopter crash hour weddingsan antonio fire department deployed 10 members technical rescue team assist federal aviation administration investigation returned san antonio sunday night ntsb said tweet sunday morning helicopter involved bell 206bsan antonio fire department deployed 10 members technical rescue team assist federal aviation administration investigation returned san antonio sunday night ntsb said tweet sunday morning helicopter involved bell 206b
0,disquiet illegal helicopter operations policesources told aviation correspondents said illegal operation brought cost hiring bell helicopters 20 per cent value flightssources told aviation correspondents said illegal operation brought cost hiring bell helicopters 20 per cent value flights
1,sikorsky awarded 700 million h 53 sustainment dealsikorsky recently awarded 717 million performance based logistics contract provide supply logistics support entire fleet u navy marine corps legacy ch 53e super stallions mh 53e sea dragon helicopterssikorsky recently awarded 717 million performance based logistics contract provide supply logistics support entire fleet u navy marine corps legacy ch 53e super stallions mh 53e sea dragon helicopters
1,us troops train tiny german wiesel tankettes fit inside ch 53 helicoptergerman army also looking replace aging ch 53g helicopters sikorsky ch 53k king stallion boeing ch 47f major contenders could improve ability employ upgraded wieselsgerman army also looking replace aging ch 53g helicopters sikorsky ch 53k king stallion boeing ch 47f major contenders could improve ability employ upgraded wiesels
0,texas newlyweds pilot killed helicopter crash less 2 hours weddingconfirmation comes national transportation safety board tweeted sunday regarding accident involving bell 206b helicopter two bladed single twin engined model incident happened 15 miles northwest uvalde according ntsb informationconfirmation comes national transportation safety board tweeted sunday regarding accident involving bell 206b helicopter two bladed single twin engined model incident happened 15 miles northwest uvalde according ntsb information
0,us army demos alias technologyflights saw sikorsky autonomy research aircraft sara operated optionally piloted vehicle opv sara modified 76b commercial helicopter successfully demonstrated advanced capabilities developed part third phase darpa aircrew labor cockpit automation system alias programme aircraft operated different times pilots board pilots groundflights saw sikorsky autonomy research aircraft sara operated optionally piloted vehicle opv sara modified 76b commercial helicopter successfully demonstrated advanced capabilities developed part third phase darpa aircrew labor cockpit automation system alias programme aircraft operated different times pilots board pilots ground
0,texas newlyweds killed helicopter crash hours weddinguvalde county sheriff office said call possible downed aircraft came around midnight federal aviation administration said bell 206b went 15 miles northwest uvalde 100 miles west san antoniouvalde county sheriff office said call possible downed aircraft came around midnight federal aviation administration said bell 206b went 15 miles northwest uvalde 100 miles west san antonio
0,newlyweds killed helicopter crash leaving wedding texasdps federal aviation administration continue investigate scene ntsb says incident involved bell 206b two bladed twin engine chopper spokesperson uvalde fire department confirmed kens 5 multiple people died crashdps federal aviation administration continue investigate scene ntsb says incident involved bell 206b two bladed twin engine chopper spokesperson uvalde fire department confirmed kens 5 multiple people died crash
0,texas couple killed helicopter crash hours weddingmarried weekend byler family ranch near uvalde houston tv station ktrk reported ceremony newlyweds took bell 206b helicopter reportedly piloted man employed firm owned byler familymarried weekend byler family ranch near uvalde houston tv station ktrk reported ceremony newlyweds took bell 206b helicopter reportedly piloted man employed firm owned byler family
1,kongsberg opens new transmission mro facility aw101 nh90leonardo congratulates kongsberg defence aerospace opening new aw101 nh90 helicopter transmissions mro test facility kongsberg norway new facility provide country capability norwegian aw101 nh90 helicopter fleets well supporting aw101 nh90 helicopters throughout scandinavia international fleetsleonardo congratulates kongsberg defence aerospace opening new aw101 nh90 helicopter transmissions mro test facility kongsberg norway new facility provide country capability norwegian aw101 nh90 helicopter fleets well supporting aw101 nh90 helicopters throughout scandinavia international fleets
0,safe delivers b206 maintenance stands united rotorcraftf e structure designs global leader designs engineers manufactures custom ergonomic aircraft marine maintenance stands fall protection platforms hangar equipment announced successfully delivered rw ss1 b206 rw ss2 b206 engine transmission main rotor head maintenance stands united rotorcraft air methods decatur texas fleet bell 206f e structure designs global leader designs engineers manufactures custom ergonomic aircraft marine maintenance stands fall protection platforms hangar equipment announced successfully delivered rw ss1 b206 rw ss2 b206 engine transmission main rotor head maintenance stands united rotorcraft air methods decatur texas fleet bell 206
1,sikorsky secures 717m maintenance contractstratford based sikorsky secured contract worth 700 million maintain fleet heavy lift helicopters u marine corps navystratford based sikorsky secured contract worth 700 million maintain fleet heavy lift helicopters u marine corps navy
1,boeing build four mh 47g heavy lift helicopters avionics special operations commandcombat helicopter designers boeing co build four new mh 47g twin rotor heavy lift helicopters u special operations warfighters terms 42 8 million order announced last weekcombat helicopter designers boeing co build four new mh 47g twin rotor heavy lift helicopters u special operations warfighters terms 42 8 million order announced last week
0,newlyweds killed wedding night uvalde county helicopter crash pilot also reported deadwilliam byler father owner helicopter bell 206b lawrence piloted aircraft 20 years according judge steve kennedy justice peace precinct 1 uvalde county judge said byler father owns ranch countywilliam byler father owner helicopter bell 206b lawrence piloted aircraft 20 years according judge steve kennedy justice peace precinct 1 uvalde county judge said byler father owns ranch county
3,zhuhai air show opens doors worldair show attracts numerous locals around china significant group foreigners attend well western aerospace companies bell helicopter rolls royce airbus general electric safran present course companies permitted sell defense related technologies china european union us embargoesair show attracts numerous locals around china significant group foreigners attend well western aerospace companies bell helicopter rolls royce airbus general electric safran present course companies permitted sell defense related technologies china european union us embargoes
0,texas newlyweds killed helicopter crash hours weddingbell 206b helicopter registered w byler co inc according faa records aircraft manufactured 2005 current certification issued 2012 due expire 2021bell 206b helicopter registered w byler co inc according faa records aircraft manufactured 2005 current certification issued 2012 due expire 2021
0,texas newlyweds killed helicopter crash shortly weddingdps federal aviation administration investigating ntsb said incident involved bell 206b two bladed twin engine chopperdps federal aviation administration investigating ntsb said incident involved bell 206b two bladed twin engine chopper
0,newlyweds killed helicopter crash leaving wedding texasdps federal aviation administration continue investigate scene ntsb says incident involved bell 206b two bladed twin engine chopperdps federal aviation administration continue investigate scene ntsb says incident involved bell 206b two bladed twin engine chopper
0,fairy tale wedding ends helicopter crash killed newlyweds less 2 hours nuptialstroy byler bailee raye ackerman byler students sam houston state university huntsville married saturday husband wife less two hours bell 206b helicopter crashed early sunday morning 15 miles groom family ranch southwest texastroy byler bailee raye ackerman byler students sam houston state university huntsville married saturday husband wife less two hours bell 206b helicopter crashed early sunday morning 15 miles groom family ranch southwest texas
1,leonardo kongsberg partner mro test facility norwaykongsberg defence aerospace 25 year agreement leonardo opened new aw101 nh90 helicopter transmission maintenance repair overhaul multipurpose test facility norwaykongsberg defence aerospace 25 year agreement leonardo opened new aw101 nh90 helicopter transmission maintenance repair overhaul multipurpose test facility norway
1,sikorsky draws logistics contract usmc usn helicoptersu dept defense placed 717 million supply logistics support contract sikorsky u marine corps ch 53e super stallion u navy mh 53e sea dragon helicopters heavy lift aircraft used transport heavy material suppliesu dept defense placed 717 million supply logistics support contract sikorsky u marine corps ch 53e super stallion u navy mh 53e sea dragon helicopters heavy lift aircraft used transport heavy material supplies
1,sikorsky wins 717 million award sustain super stallion sea dragon aircraft u marine corps u navysikorsky lockheed martin company nyse lmt awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopterssikorsky lockheed martin company nyse lmt awarded performance based logistics contract value 717 million contract provide supply logistics support entire fleet service ch 53e super stallions mh 53e sea dragon helicopters
0,darpa new helicopters fly fightfirst alias system already successfully installed sikorski 76b helicopter darpa named sara sikorski autonomy research aircraft last month sara successfully demonstrated ability execute number missions including might considered dangerous leave automated system real combat environmentsfirst alias system already successfully installed sikorski 76b helicopter darpa named sara sikorski autonomy research aircraft last month sara successfully demonstrated ability execute number missions including might considered dangerous leave automated system real combat environments
1,first uk university divests firms supplying israel armyuniversity leeds thursday made decision divest three companies found complicit violation palestinian human rights airbus united technologies keyence corporation fourth company hsbc also review university investment managers provision loans elbit systems caterpillar bae systems sell weapons military equipment israeli governmentuniversity leeds thursday made decision divest three companies found complicit violation palestinian human rights airbus united technologies keyence corporation fourth company hsbc also review university investment managers provision loans elbit systems caterpillar bae systems sell weapons military equipment israeli government
0,army defends purchase agustawestland choppersroyal thai army claims procurement agustawestland helicopters aw139 aw149 done necessity defending decision purchase choppers prices higher purchased leicester city football club owner king power chairman vichai srivaddhanaprabh despite buying helicopters companyroyal thai army claims procurement agustawestland helicopters aw139 aw149 done necessity defending decision purchase choppers prices higher purchased leicester city football club owner king power chairman vichai srivaddhanaprabh despite buying helicopters company
0,uber takes skyvirtual promotional video uber gives vision project presenting vehicle future mathias thomsen representative airbus already developed concept flying car popvirtual promotional video uber gives vision project presenting vehicle future mathias thomsen representative airbus already developed concept flying car pop
0,illegal helicopter charter flights spark row aviation sectorpolice job nigerian army biu laying foundation defence university using two bell 412 bell 429 flying gombe biu job worth 105 000 00 done 30 000 00 using tax payers fuel tax payers equipment jeopardizing investors spokesman ncaa sam adurogboye said regulatory body investigate matter furnished details operationspolice job nigerian army biu laying foundation defence university using two bell 412 bell 429 flying gombe biu job worth 105 000 00 done 30 000 00 using tax payers fuel tax payers equipment jeopardizing investors spokesman ncaa sam adurogboye said regulatory body investigate matter furnished details operations
0,war words use police helicopter illegal charter flightspolice job nigerian army biu laying foundation defence university using two bell 412 bell 429 flying gombe biu job worth 105 000 00 done 30 000 00 using tax payers fuel tax payers equipment jeopardizing investorspolice job nigerian army biu laying foundation defence university using two bell 412 bell 429 flying gombe biu job worth 105 000 00 done 30 000 00 using tax payers fuel tax payers equipment jeopardizing investors
